"","DBN","School Name","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","School Type","Parent Response Rate","frl_percent","ell_percent","asian_per","black_per","hispanic_per","white_per","male_per","female_per","sped_percent","total_enrollment","Num of SAT Test Takers"
"297","17K489","W.E.B. Dubois Academic High School","394","364","334","Transfer High School","25%",70.3,0.5,1,93.5,4,0.5,45.7,54.3,11.1,199,"7"
"298","17K524","International High School At Prospect Heights","287","335","291","High School","37%",80.9,91,28.4,29.2,27.9,14.2,59.1,40.9,1,401,"71"
"299","17K528","The High School For Global Citizenship","403","385","388","High School","25%",68.7,5.2,1.5,89.2,7.3,1.5,50.1,49.9,13.4,343,"46"
"300","17K531","School For Human Rights, The","348","381","359","Middle/High School","47%",73.2,6.2,0.8,88.9,8.3,1.6,51.6,48.4,15,386,"35"
"301","17K533","School For Democracy And Leadership","377","404","372","Middle/High School","48%",68.3,3.7,0.5,89.4,8.4,1.5,52,48,14.5,406,"38"
"302","17K537","High School For Youth And Community Development At","338","349","340","High School","57%",60.9,9.1,1,87.3,9.1,1,61.6,38.4,15.8,385,"73"
"303","17K539","High School For Service & Learning At Erasmus","362","375","368","High School","41%",65.3,8.8,2.1,87,9,1.7,63.3,36.7,19.2,422,"61"
"304","17K543","Science, Technology And Research Early College Hig","457","462","441","Middle/High School","95%",63.3,0,3.1,83.9,9.4,1.3,53,47,2.3,521,"69"
"305","17K544","International Arts Business School","386","391","369","High School","12%",69.3,7.9,0.8,86.9,10,1.3,47.9,52.1,17.4,390,"54"
"306","17K546","High School For Public Service: Heroes Of Tomorrow","418","441","414","High School","28%",70.3,0.5,3.6,82.5,12.2,0.7,24.9,75.1,4.1,417,"79"
"307","17K547","Brooklyn Academy Of Science And The Environment","388","382","373","High School","24%",80.9,6.8,4,79.6,14.2,1.5,54.4,45.6,11.9,471,"63"
"308","17K548","Brooklyn School For Music & Theatre","385","393","373","High School","45%",60.5,0.5,1,82.8,15.3,1,32.8,67.2,12.1,412,"48"
"309","17K568","Brownsville Academy High School","372","356","335","Transfer High School","47%",71.7,3.1,1.3,84.3,9.9,1.3,37.7,62.3,8.5,223,"16"
"310","17K590","Medgar Evers College Preparatory School","476","481","479","Middle/High School","38%",59.1,0,0.9,95.7,2.8,0,41.8,58.2,0.5,1104,"165"
"311","17K600","Clara Barton High School","425","413","413","High School","26%",73,8.3,1.8,91.2,5.8,0.7,23.8,76.2,12.7,1608,"259"
"312","17K625","Paul Robeson High School","365","363","355","High School","11%",77.9,3.4,0.9,87.1,9.5,1.5,54.9,45.1,25.5,326,"53"
"313","17K751","Academy For Health Careers","s","s","s","High School","28%",87.7,8,3.6,81.2,13.8,1.4,27.5,72.5,15.2,138,"s"
"314","18K563","It Takes A Village Academy","313","320","330","High School","46%",76.5,30.4,1.8,92.9,4.5,0.5,49,51,11.5,382,"56"
"315","18K566","Brooklyn Generation School","374","377","394","High School","16%",60.5,5.7,1.5,88.8,8.5,0.9,61,39,19.6,331,"29"
"316","18K567","Brooklyn Theatre Arts High School","383","358","377","High School","12%",67.8,5,0.5,84.3,12.8,2.1,36.1,63.9,18.6,382,"54"
"317","18K569","Kurt Hahn Expeditionary Learning School","368","378","346","High School","38%",62.6,9.5,0,88.1,8.8,1.7,64.3,35.7,20.1,294,"43"
"318","18K576","Victory Collegiate High School","387","377","379","High School","31%",64.1,5.2,0.3,93.5,5.8,0,48.9,51.1,16.6,325,"63"
"319","18K578","Brooklyn Bridge Academy","384","362","351","Transfer High School","87%",65,2.8,0.9,88,9.2,0.9,58.5,41.5,11.1,217,"17"
"320","18K589","Arts & Media Preparatory Academy","361","360","359","High School","30%",54.4,3.4,0.7,89.4,9.6,0,47.4,52.6,17.4,293,"48"
"321","18K617","High School For Innovation In Advertising And Medi","404","393","386","High School","38%",61.3,8.1,1.3,85.8,10.6,1.3,66.5,33.5,18.1,310,"37"
"322","18K629","Cultural Academy For The Arts And Sciences","393","395","381","High School","14%",71.6,7.7,1.3,86.6,11.4,0.7,51.5,48.5,18.4,299,"33"
"323","18K633","High School For Medical Professions","386","380","393","High School","64%",75.2,3.3,1.7,85,12.4,0.2,21.5,78.5,10.4,460,"75"
"324","18K635","Olympus Academy","400","370","370","Transfer High School","2%",51.1,1.5,1,86.2,11.3,1,50.2,49.8,9.4,203,"7"
"325","18K637","Academy For Conservation And The Environment","363","381","367","High School","41%",54.5,6.9,2.2,83.9,12,1.5,54.7,45.3,16.8,274,"35"
"326","18K642","Urban Action Academy","376","385","374","High School","21%",76.4,11.1,2.3,82.3,10.5,3.9,62.6,37.4,12.5,305,"40"
"327","18K673","East Brooklyn Community High School","410","403","378","Transfer High School","29%",56.7,0.5,1,88.7,9.4,0.5,52.2,47.8,8.9,203,"12"
"328","19K409","East New York Family Academy","416","432","394","Middle/High School","41%",72.2,0.5,0.5,67.2,30.3,1.4,43.2,56.8,2.1,433,"54"
"329","19K420","Franklin K. Lane High School","s","s","s","High School","54%",64.3,38.4,4.5,11.6,82.1,1.8,51.8,48.2,12.5,112,"s"
"331","19K502","Fdny High School For Fire And Life Safety","341","349","333","High School","42%",70.9,5,1,73.8,23.4,1.6,81.1,18.9,21,381,"37"
"332","19K504","High School For Civil Rights","363","349","342","High School","18%",60.5,9.7,2,74.3,22.2,1,54.4,45.6,16.2,401,"47"
"333","19K507","Performing Arts And Technology High School","380","386","383","High School","18%",76,4.9,0.7,81.5,17.4,0,51.4,48.6,19.6,453,"61"
"334","19K510","World Academy For Total Community Health High Scho","371","365","370","High School","29%",72.6,4.2,2.1,81.1,14.2,1.3,36.8,63.2,14.7,380,"68"
"335","19K583","Multicultural High School","279","322","286","High School","12%",73.4,94.6,0,0.2,99.8,0,49.8,50.2,1,406,"29"
"336","19K615","Transit Tech Career And Technical Education High S","395","418","380","High School","11%",62.3,2.4,4.4,70.5,23.2,1.5,84.1,15.9,14.2,1317,"182"
"337","19K618","Academy Of Innovative Technology","371","371","354","High School","28%",75.8,12.1,7.4,38.4,50.2,3,70.3,29.7,19.3,404,"60"
"338","19K639","Brooklyn Lab School","360","385","363","High School","25%",76,15.4,1.5,30.7,65,1.3,58.4,41.6,19.4,397,"57"
"339","19K659","Cypress Hills Collegiate Preparatory School","376","385","368","High School","42%",67.1,16.2,8.2,16.9,73.2,1.4,47.8,52.2,11.7,437,"51"
"340","19K660","W. H. Maxwell Career And Technical Education High","370","369","363","High School","66%",73.3,5.3,0.5,71.9,25.4,0.7,29.8,70.2,26.6,590,"74"
"341","19K683","The School For Classics: An Academy Of Thinkers, W","383","400","374","High School","51%",81.9,9,10,54.3,34.7,0.6,37.6,62.4,17.7,311,"38"
"342","20K445","New Utrecht High School","402","471","399","High School","52%",59,23,35.9,5.5,28,30.5,59.3,40.7,15.6,3276,"456"
"343","20K485","High School Of Telecommunication Arts And Technolo","425","474","424","High School","16%",67.3,4.9,19.2,9.5,54.1,16.8,53.5,46.5,19.4,1280,"238"
"344","20K490","Fort Hamilton High School","417","478","411","High School","58%",45.9,21.2,30.3,5,30.2,34.2,53.4,46.6,12.8,4275,"694"
"345","20K505","Franklin Delano Roosevelt High School","383","486","375","High School","46%",74.3,39.4,44.2,9.4,27.3,18.6,58.4,41.6,10.8,3108,"385"
"346","20K609","Urban Assembly School For Criminal Justice","s","s","s","Middle/High School","20%",82.7,15.5,35,33.7,21.9,9.1,0,100,17.1,374,"s"
"348","21K337","International High School At Lafayette","326","386","314","High School","63%",73.8,89.2,42,14,21,22.7,58.9,41.1,0.3,343,"54"
"349","21K344","Rachel Carson High School For Coastal Studies","402","427","408","High School","41%",70.4,11,12.3,24.1,25.8,37.6,53.6,46.4,16,481,"54"
"350","21K348","High School Of Sports Management","388","398","378","High School","22%",69.2,2.4,2.7,68.4,23,5.9,88.9,11.1,14.6,370,"39"
"351","21K410","Abraham Lincoln High School","396","437","393","High School","12%",53.3,16.7,19.3,35.1,20.1,25.1,56.4,43.6,11.5,2595,"475"
"352","21K468","Kingsborough Early College School","s","s","s","Middle/High School","58%",70,2.8,7.2,25,22.7,44.7,57.8,42.2,15.7,472,"s"
"353","21K525","Edward R. Murrow High School","468","496","467","High School","24%",28.5,9.1,27.1,24.1,17.6,30.8,42.4,57.6,14.1,4022,"727"
"354","21K540","John Dewey High School","404","468","390","High School","32%",58.7,19.6,39.1,30.6,19.1,10.8,51.5,48.5,8.7,2168,"448"
"355","21K559","Life Academy High School For Film And Music","384","375","365","High School","37%",72,4.8,4.8,44.6,29.9,20.3,51,49,20.3,251,"40"
"356","21K572","Expeditionary Learning School For Community Leader","353","370","356","High School","33%",64.4,21.7,19.5,19.5,41.2,19.5,51.3,48.7,16.4,226,"40"
"357","21K620","William E. Grady Career And Technical Education Hi","394","414","376","High School","53%",74.3,3.1,3.2,74.9,14,6.9,78,22,22.7,956,"95"
"358","21K690","Brooklyn Studio Secondary School","429","449","435","Middle/High School","30%",49.9,8.4,12.8,7.2,23.1,56.5,50.1,49.9,18.7,876,"119"
"359","21K728","Liberation Diploma Plus","411","369","373","Transfer High School","69%",82.3,1.6,2.6,44,37.7,15.2,41.9,58.1,6.3,191,"10"
"360","22K405","Midwood High School","478","519","476","High School","17%",41.2,3.7,31.7,35.2,11.7,21.2,45.3,54.7,5.2,3842,"824"
"361","22K425","James Madison High School","436","475","439","High School","26%",58.3,13.2,20.8,17.9,14.5,46.4,54.4,45.6,12.4,3076,"518"
"362","22K495","Sheepshead Bay High School","383","392","370","High School","11%",53.1,21.7,12,61.8,15.8,10.1,53.2,46.8,13.1,1928,"236"
"363","22K535","Leon M. Goldstein High School For The Sciences","524","561","542","High School","27%",29,0.5,13.5,9.4,10.8,65.6,41.2,58.8,7.3,1022,"259"
"364","22K555","Brooklyn College Academy","456","456","440","Middle/High School","72%",48.4,0.2,5.9,77.9,12.4,2.7,36.3,63.7,1.7,630,"131"
"365","23K493","Brooklyn Collegiate: A College Board School","389","409","387","Middle/High School","19%",74.5,1.6,1.9,88.1,8.3,0.5,50.7,49.3,12.1,580,"60"
"366","23K514","Frederick Douglass Academy Vii High School","361","371","359","High School","45%",66.9,1.4,0.8,88.5,10.4,0,48.5,51.5,20.3,365,"55"
"367","23K643","Brooklyn Democracy Academy","349","338","331","Transfer High School","2%",62.3,2.4,1.5,85.9,11.7,0.5,47.8,52.2,16.1,205,"11"
"368","23K646","Aspirations Diploma Plus High School","311","371","311","Transfer High School","23%",72.5,2.2,1.5,77.8,20,0.4,46.2,53.8,7.3,275,"7"
"369","23K647","Metropolitan Diploma Plus High School","350","346","332","Transfer High School","35%",72.1,1.1,0,86.2,13.8,0,48.6,51.4,8.8,181,"17"
"370","23K697","Teachers Preparatory High School","392","416","388","Middle/High School","47%",69.8,1.8,0.7,84.8,13.1,1.2,34.1,65.9,11,566,"69"
"371","24Q264","Academy Of Finance And Enterprise","405","454","421","High School","76%",62.8,7.9,17.9,9.8,56.4,15.2,49.3,50.7,9.8,420,"89"
"372","24Q267","High School Of Applied Communication","406","413","400","High School","16%",66.9,10.3,13.9,12.9,57.2,16,43.8,56.2,16.2,388,"39"
"373","24Q293","Civic Leadership Academy","404","429","407","High School","48%",71,9.1,7.8,9.1,79.3,3.3,44.5,55.5,18.5,449,"69"
"374","24Q296","Pan American International High School","317","323","311","High School","48%",78.3,91.3,0,0,100,0,47.8,52.2,0.8,366,"55"
"375","24Q299","Bard High School Early College Ii","545","568","550","High School","49%",39.2,0.3,32,16.2,21.2,30.3,39.3,60.7,0,631,"155"
"376","24Q455","Newtown High School","383","440","380","High School","19%",56.2,30,24.6,9.3,60.3,5.3,57.5,42.5,10.3,2572,"320"
"378","24Q485","Grover Cleveland High School","395","420","396","High School","17%",41.4,21.6,9.1,4.4,63.5,22.7,55,45,12.7,2069,"241"
"379","24Q520","Middle College High School At Laguardia Community","399","393","385","High School","26%",58.9,0.2,7.8,9.5,71.4,11.3,52.9,47.1,13.1,497,"58"
"380","24Q530","International High School At Laguardia Community C","326","409","329","High School","74%",75.7,76.5,43,2,44,10.3,46,54,0,493,"69"
"381","24Q550","High School For Arts And Business","391","403","380","High School","26%",69.6,13.3,9.1,8.3,79.2,3,43.1,56.9,12.2,828,"138"
"382","24Q560","Robert F. Wagner, Jr. Secondary School For Arts An","443","447","440","Middle/High School","21%",60.5,3.8,20.8,6.2,62.4,10.5,46.6,53.4,12.3,601,"80"
"383","24Q600","Queens Vocational And Technical High School","417","447","406","High School","17%",71.9,6.4,10.2,6.9,74.2,8.7,60.3,39.7,13.7,1368,"155"
"384","24Q610","Aviation Career & Technical Education High School","445","496","423","High School","19%",61.2,3.2,27.1,6.8,55.3,10.1,85.3,14.7,5.3,2201,"396"
"385","24Q744","Voyages Preparatory","s","s","s","Transfer High School","86%",59.1,3.6,8.1,23,61.7,6.9,50.4,49.6,6,248,"s"
"386","25Q252","Queens School Of Inquiry, The","455","498","443","Middle/High School","41%",41.3,2.7,40.2,17,24.2,18.1,46.7,53.3,11.8,587,"58"
"387","25Q263","Flushing International High School","314","417","318","High School","79%",84.1,88.6,64.5,1.2,32.7,1.7,57.3,42.7,0.7,422,"45"
"388","25Q281","East-West School Of International Studies","416","463","392","Middle/High School","40%",53.3,13.6,62.7,14.8,17.9,3.4,54.1,45.9,9.4,616,"59"
"389","25Q285","World Journalism Preparatory: A College Board Scho","471","489","481","Middle/High School","22%",33.5,0.8,19.3,8.4,20.3,51.6,42.2,57.8,17.8,595,"63"
"390","25Q425","John Bowne High School","397","451","395","High School","19%",68.2,24.7,34.3,19.2,40.7,5.2,49.2,50.8,9.8,3660,"558"
"391","25Q460","Flushing High School","393","441","382","High School","17%",67.6,20,19.9,26.5,49.8,3.2,55.8,44.2,11.7,3113,"347"
"393","25Q525","Townsend Harris High School","621","651","638","High School","30%",29.2,0,55.5,5.9,12.9,24.6,28.9,71.1,0.2,1140,"278"
"394","25Q540","Queens Academy High School","398","382","388","Transfer High School","26%",63.7,6.4,15.8,42.3,35.9,5.4,59.4,40.6,8.9,404,"17"
"395","25Q670","Robert F. Kennedy Community High School","431","458","441","High School","23%",46.4,7.5,28.4,11.5,35.4,24.5,53.8,46.2,18.4,721,"99"
